time,lat,lon,depth,temperature,salinity
2012-04-30,0.0,60.0,5.0,29.503999710083008,35.13933436075846
2012-04-30,0.0,60.0,100.0,22.116999944051106,35.43066660563151
2012-04-30,0.0,60.0,500.0,10.137666702270508,35.00766626993815
2012-04-30,0.0,80.0,5.0,29.84933344523112,34.61133321126302
2012-04-30,0.0,80.0,100.0,23.314666748046875,35.35900115966797
2012-04-30,0.0,80.0,500.0,10.013666788736979,35.003334045410156
2012-04-30,0.0,100.0,5.0,,
2012-04-30,0.0,100.0,100.0,,
2012-04-30,0.0,100.0,500.0,,
2012-05-31,0.0,60.0,5.0,29.687666575113933,35.23366673787435
2012-05-31,0.0,60.0,100.0,20.649667104085285,35.36800003051758
2012-05-31,0.0,60.0,500.0,9.984333356221518,35.03200022379557
2012-05-31,0.0,80.0,5.0,29.711333592732746,34.69866689046224
2012-05-31,0.0,80.0,100.0,23.854333241780598,35.397666931152344
2012-05-31,0.0,80.0,500.0,9.959333101908365,35.01366678873698
2012-05-31,0.0,100.0,5.0,,
2012-05-31,0.0,100.0,100.0,,
2012-05-31,0.0,100.0,500.0,,
2012-06-30,0.0,60.0,5.0,28.137333552042644,35.26166661580404
2012-06-30,0.0,60.0,100.0,20.60099983215332,35.35266621907552
2012-06-30,0.0,60.0,500.0,10.140666643778482,35.032667795817055
2012-06-30,0.0,80.0,5.0,29.402666727701824,34.6903330485026
2012-06-30,0.0,80.0,100.0,26.052666346232098,35.442666371663414
2012-06-30,0.0,80.0,500.0,9.899333318074545,35.01499938964844
2012-06-30,0.0,100.0,5.0,,
2012-06-30,0.0,100.0,100.0,,
2012-06-30,0.0,100.0,500.0,,
2012-07-31,0.0,60.0,5.0,27.42566680908203,35.38433329264323
2012-07-31,0.0,60.0,100.0,21.27899996439616,35.3456662495931
2012-07-31,0.0,60.0,500.0,10.064333279927572,35.02466710408529
2012-07-31,0.0,80.0,5.0,29.140000025431316,34.58833440144857
2012-07-31,0.0,80.0,100.0,24.1026668548584,35.36599985758463
2012-07-31,0.0,80.0,500.0,9.87166659037272,35.007999420166016
2012-07-31,0.0,100.0,5.0,,
2012-07-31,0.0,100.0,100.0,,
2012-07-31,0.0,100.0,500.0,,
2012-08-31,0.0,60.0,5.0,27.756999969482422,35.43566640218099
2012-08-31,0.0,60.0,100.0,23.67099952697754,35.42400105794271
2012-08-31,0.0,60.0,500.0,10.024333318074545,35.02233378092448
2012-08-31,0.0,80.0,5.0,29.20199966430664,34.64933395385742
2012-08-31,0.0,80.0,100.0,21.68899981180827,35.34999974568685
2012-08-31,0.0,80.0,500.0,9.987666765848795,34.99833297729492
2012-08-31,0.0,100.0,5.0,,
2012-08-31,0.0,100.0,100.0,,
2012-08-31,0.0,100.0,500.0,,
2012-09-30,0.0,60.0,5.0,27.7913335164388,35.387332916259766
2012-09-30,0.0,60.0,100.0,22.494667053222656,35.42466608683268
2012-09-30,0.0,60.0,500.0,10.013999938964844,35.00900014241537
2012-09-30,0.0,80.0,5.0,29.375666936238606,34.68333435058594
2012-09-30,0.0,80.0,100.0,22.019999821980793,35.27200063069662
2012-09-30,0.0,80.0,500.0,9.932666778564453,35.00966771443685
2012-09-30,0.0,100.0,5.0,,
2012-09-30,0.0,100.0,100.0,,
2012-09-30,0.0,100.0,500.0,,
2012-10-31,0.0,60.0,5.0,28.263999938964844,35.56233342488607
2012-10-31,0.0,60.0,100.0,21.61400032043457,35.4086659749349
2012-10-31,0.0,60.0,500.0,9.979999860127768,35.028333028157554
2012-10-31,0.0,80.0,5.0,29.193000157674152,34.63399887084961
2012-10-31,0.0,80.0,100.0,23.536666870117188,35.20033264160156
2012-10-31,0.0,80.0,500.0,9.99566650390625,35.01133346557617
2012-10-31,0.0,100.0,5.0,,
2012-10-31,0.0,100.0,100.0,,
2012-10-31,0.0,100.0,500.0,,
2012-11-30,0.0,60.0,5.0,28.146333694458008,35.43000030517578
2012-11-30,0.0,60.0,100.0,19.43500010172526,35.272332509358726
2012-11-30,0.0,60.0,500.0,10.052666664123535,35.08899943033854
2012-11-30,0.0,80.0,5.0,28.615666071573894,35.06899897257487
2012-11-30,0.0,80.0,100.0,25.68733278910319,35.21166737874349
2012-11-30,0.0,80.0,500.0,9.944666544596354,34.99966812133789
2012-11-30,0.0,100.0,5.0,,
2012-11-30,0.0,100.0,100.0,,
2012-11-30,0.0,100.0,500.0,,
2012-12-31,0.0,60.0,5.0,28.60699971516927,35.47799936930338
2012-12-31,0.0,60.0,100.0,21.246666590372723,35.371334075927734
2012-12-31,0.0,60.0,500.0,10.016666412353516,35.02000045776367
2012-12-31,0.0,80.0,5.0,28.05566660563151,34.7239990234375
2012-12-31,0.0,80.0,100.0,26.42599932352702,35.46933237711588
2012-12-31,0.0,80.0,500.0,9.951000213623047,34.99166742960612
2012-12-31,0.0,100.0,5.0,,
2012-12-31,0.0,100.0,100.0,,
2012-12-31,0.0,100.0,500.0,,
2013-01-31,0.0,60.0,5.0,28.180667241414387,35.502000172932945
2013-01-31,0.0,60.0,100.0,21.53499984741211,35.349666595458984
2013-01-31,0.0,60.0,500.0,9.881333669026693,35.02133433024088
2013-01-31,0.0,80.0,5.0,28.3000005086263,34.632999420166016
2013-01-31,0.0,80.0,100.0,22.88799985249837,34.8836669921875
2013-01-31,0.0,80.0,500.0,9.755666732788086,35.00900014241537
2013-01-31,0.0,100.0,5.0,,
2013-01-31,0.0,100.0,100.0,,
2013-01-31,0.0,100.0,500.0,,
2013-02-28,0.0,60.0,5.0,28.542332967122395,35.23566691080729
2013-02-28,0.0,60.0,100.0,21.119333267211914,35.377333323160805
2013-02-28,0.0,60.0,500.0,10.12933349609375,35.03600056966146
2013-02-28,0.0,80.0,5.0,28.70900026957194,34.43299992879232
2013-02-28,0.0,80.0,100.0,21.36866633097331,35.13300069173177
2013-02-28,0.0,80.0,500.0,9.965333302815756,34.993333180745445
2013-02-28,0.0,100.0,5.0,,
2013-02-28,0.0,100.0,100.0,,
2013-02-28,0.0,100.0,500.0,,
2013-03-31,0.0,60.0,5.0,28.958333333333332,35.118666330973305
2013-03-31,0.0,60.0,100.0,22.606000264485676,35.42633310953776
2013-03-31,0.0,60.0,500.0,10.022333463033041,35.01233418782552
2013-03-31,0.0,80.0,5.0,29.36900011698405,34.46500015258789
2013-03-31,0.0,80.0,100.0,20.292999903361004,35.199667612711586
2013-03-31,0.0,80.0,500.0,9.865666389465332,34.990333557128906
2013-03-31,0.0,100.0,5.0,,
2013-03-31,0.0,100.0,100.0,,
2013-03-31,0.0,100.0,500.0,,
2013-04-30,0.0,60.0,5.0,29.658666610717773,34.98833338419596
2013-04-30,0.0,60.0,100.0,22.33633295694987,35.43333435058594
2013-04-30,0.0,60.0,500.0,10.039666811625162,35.00399907430013
2013-04-30,0.0,80.0,5.0,29.571666717529297,34.63233311971029
2013-04-30,0.0,80.0,100.0,22.303667068481445,35.36899948120117
2013-04-30,0.0,80.0,500.0,10.007333119710287,35.00233459472656
2013-04-30,0.0,100.0,5.0,,
2013-04-30,0.0,100.0,100.0,,
2013-04-30,0.0,100.0,500.0,,
2013-05-31,0.0,60.0,5.0,29.422333399454754,35.10566711425781
